Iteration	Avg_Total_Reward	Avg_Reward_User_0	Avg_Reward_User_1	Avg_Reward_User_2	Avg_Reward_User_3	Avg_Reward_User_4	Avg_Reward_User_5	Avg_Reward_User_6	Avg_Reward_User_7	Avg_Reward_User_8	Avg_Reward_User_9	Packet_Loss_Ratio_User_0	Packet_Loss_Ratio_User_1	Packet_Loss_Ratio_User_2	Packet_Loss_Ratio_User_3	Packet_Loss_Ratio_User_4	Packet_Loss_Ratio_User_5	Packet_Loss_Ratio_User_6	Packet_Loss_Ratio_User_7	Packet_Loss_Ratio_User_8	Packet_Loss_Ratio_User_9	Avg_Loss_User_0	Avg_Loss_User_1	Avg_Loss_User_2	Avg_Loss_User_3	Avg_Loss_User_4	Avg_Loss_User_5	Avg_Loss_User_6	Avg_Loss_User_7	Avg_Loss_User_8	Avg_Loss_User_9
158000	13.8868	1.4017	1.3999	1.4027	1.4028	1.4038	1.3994	1.4050	1.3321	1.3396	1.3998	0.5335	0.5347	0.5329	0.5333	0.5327	0.5341	0.5334	0.5563	0.5536	0.5343	1.995810	1.992139	1.997230	1.986096	1.992584	1.977114	1.954862	1.988695	1.983745	2.005559
159000	13.8839	1.4015	1.3998	1.4026	1.4030	1.4039	1.3996	1.4037	1.3320	1.3395	1.3982	0.5336	0.5347	0.5329	0.5332	0.5327	0.5339	0.5339	0.5564	0.5537	0.5347	1.994313	1.990348	1.995634	1.985314	1.991654	1.974859	1.953186	1.986477	1.982146	2.003833
160000	13.8753	1.4014	1.3991	1.4004	1.4029	1.4037	1.3997	1.4030	1.3309	1.3377	1.3965	0.5336	0.5349	0.5337	0.5333	0.5328	0.5339	0.5342	0.5568	0.5543	0.5352	1.992649	1.988467	1.994014	1.984366	1.990509	1.972676	1.951340	1.984197	1.980513	2.001954
161000	13.8767	1.4018	1.3991	1.4004	1.4027	1.4039	1.3997	1.4032	1.3313	1.3382	1.3963	0.5334	0.5348	0.5337	0.5333	0.5327	0.5339	0.5341	0.5568	0.5542	0.5353	2.002588	1.996540	2.002245	1.991446	1.999348	1.979796	1.961517	1.993489	1.990083	2.010442
162000	13.8780	1.4018	1.3989	1.4003	1.4030	1.4043	1.3997	1.4033	1.3319	1.3385	1.3963	0.5333	0.5350	0.5337	0.5333	0.5326	0.5338	0.5341	0.5566	0.5542	0.5353	2.004040	1.997503	2.004023	1.993429	2.001022	1.980680	1.963114	1.995032	1.991171	2.011412
163000	13.8782	1.4018	1.3987	1.4002	1.4028	1.4042	1.3996	1.4035	1.3320	1.3389	1.3965	0.5333	0.5349	0.5338	0.5333	0.5326	0.5340	0.5341	0.5565	0.5540	0.5353	2.004230	1.997273	2.004918	1.994368	2.001236	1.980535	1.963220	1.995022	1.990726	2.010792
164000	13.8795	1.4017	1.3990	1.4000	1.4027	1.4044	1.3999	1.4034	1.3325	1.3393	1.3966	0.5334	0.5348	0.5338	0.5334	0.5326	0.5339	0.5341	0.5563	0.5538	0.5352	2.003865	1.996629	2.005231	1.994564	2.000970	1.979904	1.962826	1.994416	1.989672	2.009750
165000	13.8805	1.4021	1.3989	1.4001	1.4026	1.4043	1.3996	1.4035	1.3332	1.3397	1.3965	0.5332	0.5349	0.5338	0.5334	0.5327	0.5340	0.5341	0.5561	0.5537	0.5353	2.003423	1.995807	2.005413	1.994638	2.000466	1.979149	1.962187	1.993432	1.988524	2.008361
166000	13.8813	1.4019	1.3991	1.4001	1.4025	1.4042	1.3997	1.4036	1.3337	1.3399	1.3965	0.5333	0.5349	0.5337	0.5334	0.5327	0.5340	0.5340	0.5558	0.5537	0.5353	2.003172	1.994988	2.005536	1.994513	1.999578	1.978237	1.961423	1.992459	1.987048	2.006866
167000	13.8825	1.4017	1.3991	1.4001	1.4026	1.4046	1.3995	1.4037	1.3344	1.3403	1.3965	0.5333	0.5350	0.5337	0.5334	0.5327	0.5340	0.5340	0.5557	0.5535	0.5352	2.003072	1.994265	2.005443	1.994266	1.998858	1.977223	1.960708	1.991404	1.985692	2.005439
168000	13.8832	1.4014	1.3992	1.4001	1.4027	1.4048	1.3994	1.4036	1.3346	1.3408	1.3966	0.5334	0.5349	0.5337	0.5335	0.5326	0.5340	0.5340	0.5556	0.5535	0.5350	2.002875	1.993223	2.005098	1.994339	1.998068	1.976002	1.960022	1.990232	1.984375	2.003866
169000	13.8846	1.4014	1.3994	1.4003	1.4027	1.4048	1.3995	1.4036	1.3350	1.3411	1.3966	0.5334	0.5349	0.5336	0.5334	0.5326	0.5340	0.5339	0.5554	0.5533	0.5351	2.002261	1.992170	2.005040	1.994250	1.997100	1.974638	1.959201	1.988772	1.983029	2.002295
170000	13.8863	1.4016	1.3996	1.4004	1.4026	1.4051	1.3998	1.4039	1.3355	1.3415	1.3964	0.5334	0.5347	0.5336	0.5334	0.5326	0.5339	0.5339	0.5553	0.5531	0.5351	2.001343	1.991026	2.005061	1.994177	1.995971	1.973214	1.958332	1.987018	1.981597	2.000634
171000	13.8881	1.4018	1.3998	1.4006	1.4027	1.4053	1.4002	1.4040	1.3357	1.3417	1.3963	0.5333	0.5347	0.5336	0.5334	0.5324	0.5336	0.5338	0.5553	0.5531	0.5351	2.011074	2.000451	2.014331	2.004285	2.005843	1.983135	1.968568	1.996687	1.990602	2.010160
172000	13.8888	1.4017	1.3997	1.4007	1.4027	1.4052	1.4004	1.4042	1.3360	1.3420	1.3963	0.5332	0.5347	0.5335	0.5333	0.5325	0.5336	0.5337	0.5551	0.5530	0.5352	2.011692	2.001495	2.016060	2.004566	2.006339	1.983343	1.969502	1.996842	1.991197	2.010419
173000	13.8904	1.4016	1.4000	1.4006	1.4025	1.4053	1.4005	1.4044	1.3367	1.3426	1.3963	0.5333	0.5346	0.5334	0.5334	0.5324	0.5336	0.5336	0.5550	0.5528	0.5351	2.010631	2.001062	2.016332	2.003451	2.005206	1.982003	1.968901	1.995330	1.990318	2.009138
174000	13.8918	1.4016	1.4001	1.4009	1.4028	1.4053	1.4006	1.4045	1.3372	1.3427	1.3963	0.5333	0.5345	0.5334	0.5332	0.5324	0.5336	0.5337	0.5549	0.5528	0.5350	2.009073	2.000335	2.016034	2.001846	2.003431	1.980319	1.967791	1.993672	1.989222	2.007485
175000	13.8929	1.4017	1.4000	1.4007	1.4029	1.4055	1.4007	1.4044	1.3375	1.3433	1.3961	0.5332	0.5345	0.5335	0.5333	0.5324	0.5337	0.5336	0.5548	0.5527	0.5350	2.007480	1.999729	2.016495	2.000013	2.001278	1.978734	1.966469	1.992549	1.988077	2.005816
176000	13.8936	1.4016	1.4000	1.4008	1.4030	1.4057	1.4004	1.4046	1.3380	1.3433	1.3960	0.5333	0.5345	0.5334	0.5333	0.5323	0.5336	0.5336	0.5546	0.5526	0.5350	2.006039	1.999290	2.017326	1.998115	1.999272	1.977331	1.965144	1.992023	1.986998	2.004329
177000	13.8952	1.4016	1.4000	1.4009	1.4033	1.4057	1.4005	1.4048	1.3387	1.3435	1.3961	0.5333	0.5346	0.5334	0.5332	0.5323	0.5337	0.5336	0.5544	0.5525	0.5349	2.004622	1.998982	2.018170	1.996233	1.997354	1.976094	1.964021	1.991682	1.986041	2.003143
178000	13.8960	1.4017	1.4000	1.4010	1.4033	1.4056	1.4005	1.4048	1.3388	1.3440	1.3962	0.5334	0.5345	0.5333	0.5332	0.5323	0.5336	0.5336	0.5543	0.5524	0.5349	2.002904	1.998657	2.018772	1.993977	1.995614	1.974695	1.963109	1.991203	1.985015	2.001862
179000	13.8959	1.4016	1.3996	1.4010	1.4032	1.4050	1.4006	1.4049	1.3392	1.3444	1.3963	0.5334	0.5347	0.5333	0.5332	0.5325	0.5336	0.5336	0.5541	0.5522	0.5348	2.001084	1.998871	2.019994	1.991759	1.994356	1.973775	1.962643	1.990328	1.983871	2.000476
180000	13.8948	1.4017	1.3990	1.4009	1.4030	1.4045	1.4007	1.4046	1.3396	1.3446	1.3962	0.5334	0.5350	0.5334	0.5332	0.5327	0.5335	0.5338	0.5540	0.5522	0.5348	1.999075	2.000042	2.021017	1.989383	1.993585	1.972817	1.962227	1.989257	1.982734	1.998966
181000	13.8968	1.4015	1.3991	1.4010	1.4033	1.4048	1.4009	1.4045	1.3405	1.3451	1.3962	0.5334	0.5351	0.5333	0.5331	0.5326	0.5335	0.5339	0.5536	0.5520	0.5347	2.008538	2.009897	2.030756	1.999439	2.004584	1.982708	1.972713	1.998795	1.992180	2.007987
182000	13.8979	1.4014	1.3992	1.4012	1.4034	1.4047	1.4009	1.4044	1.3411	1.3453	1.3962	0.5334	0.5350	0.5331	0.5331	0.5326	0.5335	0.5338	0.5535	0.5519	0.5346	2.008643	2.012847	2.033324	1.999982	2.006300	1.983828	1.974799	2.000164	1.992863	2.008841
183000	13.8989	1.4015	1.3993	1.4011	1.4035	1.4047	1.4008	1.4046	1.3415	1.3456	1.3964	0.5334	0.5350	0.5331	0.5331	0.5326	0.5335	0.5338	0.5535	0.5519	0.5345	2.007538	2.014155	2.034444	1.999011	2.006350	1.983482	1.975116	2.000030	1.991965	2.008209
184000	13.8995	1.4016	1.3991	1.4012	1.4034	1.4047	1.4009	1.4046	1.3417	1.3459	1.3964	0.5333	0.5351	0.5332	0.5330	0.5325	0.5335	0.5338	0.5534	0.5518	0.5346	2.005908	2.014765	2.034730	1.997569	2.005838	1.982441	1.974800	1.999591	1.990817	2.007042
185000	13.9002	1.4013	1.3993	1.4011	1.4033	1.4047	1.4010	1.4046	1.3420	1.3462	1.3967	0.5334	0.5350	0.5331	0.5331	0.5325	0.5335	0.5339	0.5532	0.5517	0.5345	2.004522	2.015084	2.034617	1.996002	2.004887	1.981044	1.974223	1.999268	1.989683	2.005554
186000	13.9005	1.4012	1.3995	1.4011	1.4033	1.4047	1.4010	1.4045	1.3423	1.3463	1.3965	0.5334	0.5349	0.5332	0.5332	0.5325	0.5335	0.5339	0.5532	0.5517	0.5344	2.003295	2.015167	2.034318	1.994645	2.003758	1.979798	1.973633	1.999242	1.988997	2.003936
187000	13.8980	1.4013	1.3983	1.4013	1.4031	1.4041	1.4005	1.4043	1.3425	1.3465	1.3960	0.5334	0.5353	0.5331	0.5332	0.5327	0.5337	0.5339	0.5531	0.5517	0.5347	2.002275	2.015583	2.034129	1.993383	2.003194	1.978796	1.973151	1.999414	1.988578	2.002557
188000	13.8889	1.4012	1.3952	1.4007	1.4021	1.4038	1.3997	1.4035	1.3426	1.3465	1.3935	0.5335	0.5365	0.5333	0.5337	0.5327	0.5341	0.5341	0.5530	0.5517	0.5356	2.001291	2.016939	2.034026	1.992405	2.003299	1.977643	1.972470	1.999664	1.988538	2.001312
189000	13.8879	1.4010	1.3946	1.4005	1.4021	1.4038	1.3993	1.4030	1.3428	1.3469	1.3937	0.5335	0.5368	0.5334	0.5337	0.5328	0.5342	0.5342	0.5530	0.5515	0.5356	2.000450	2.018937	2.033789	1.991929	2.003332	1.976701	1.971979	2.000165	1.988772	2.000304
190000	13.8871	1.4011	1.3944	1.4005	1.4017	1.4040	1.3989	1.4027	1.3426	1.3473	1.3938	0.5335	0.5369	0.5333	0.5339	0.5327	0.5344	0.5343	0.5532	0.5514	0.5355	1.999919	2.021172	2.033625	1.991666	2.003255	1.976035	1.971434	2.001047	1.989137	1.999211
191000	13.8881	1.4012	1.3945	1.4005	1.4018	1.4039	1.3990	1.4028	1.3429	1.3476	1.3939	0.5336	0.5368	0.5334	0.5339	0.5328	0.5344	0.5343	0.5531	0.5513	0.5356	2.008254	2.029803	2.042871	2.000531	2.011289	1.983928	1.980272	2.009068	1.996471	2.007971
192000	13.8892	1.4012	1.3946	1.4009	1.4020	1.4039	1.3990	1.4024	1.3435	1.3478	1.3939	0.5337	0.5367	0.5333	0.5338	0.5327	0.5343	0.5345	0.5529	0.5512	0.5355	2.009830	2.032772	2.044186	2.002184	2.012774	1.985571	1.981546	2.011272	1.997907	2.008923
193000	13.8898	1.4010	1.3944	1.4011	1.4021	1.4039	1.3991	1.4024	1.3437	1.3482	1.3940	0.5337	0.5368	0.5332	0.5339	0.5328	0.5343	0.5344	0.5528	0.5511	0.5355	2.010183	2.034216	2.044167	2.002462	2.013024	1.985721	1.981488	2.012271	1.998255	2.008553
194000	13.8908	1.4009	1.3947	1.4010	1.4023	1.4040	1.3991	1.4024	1.3438	1.3484	1.3943	0.5337	0.5367	0.5332	0.5338	0.5327	0.5342	0.5345	0.5528	0.5511	0.5354	2.010331	2.034918	2.043551	2.002153	2.012675	1.985203	1.980960	2.012633	1.998216	2.007823
195000	13.8924	1.4007	1.3951	1.4012	1.4021	1.4044	1.3991	1.4026	1.3442	1.3486	1.3945	0.5337	0.5366	0.5331	0.5339	0.5325	0.5342	0.5344	0.5527	0.5510	0.5353	2.010123	2.035233	2.042770	2.001598	2.012022	1.984359	1.980163	2.012778	1.998013	2.007049
196000	13.8923	1.4007	1.3952	1.4010	1.4019	1.4042	1.3987	1.4026	1.3444	1.3491	1.3945	0.5337	0.5366	0.5332	0.5339	0.5326	0.5343	0.5344	0.5526	0.5508	0.5353	2.009607	2.035676	2.041679	2.000598	2.011278	1.983392	1.979231	2.012601	1.997597	2.006186
197000	13.8936	1.4008	1.3955	1.4012	1.4018	1.4041	1.3987	1.4028	1.3447	1.3493	1.3947	0.5336	0.5365	0.5332	0.5340	0.5325	0.5343	0.5343	0.5524	0.5508	0.5352	2.008853	2.035945	2.040215	1.999321	2.010394	1.982346	1.978037	2.012311	1.997106	2.005502
198000	13.8940	1.4010	1.3957	1.4010	1.4018	1.4040	1.3984	1.4026	1.3452	1.3495	1.3948	0.5336	0.5364	0.5333	0.5339	0.5325	0.5345	0.5343	0.5523	0.5508	0.5351	2.008174	2.036210	2.038668	1.998161	2.009489	1.981390	1.977104	2.012141	1.996604	2.005177
199000	13.8927	1.4010	1.3957	1.4008	1.4018	1.4041	1.3977	1.4022	1.3454	1.3498	1.3943	0.5336	0.5364	0.5333	0.5340	0.5325	0.5348	0.5345	0.5523	0.5507	0.5353	2.007627	2.036544	2.037321	1.997340	2.008560	1.980564	1.976360	2.012103	1.996074	2.005075
200000	13.8903	1.4011	1.3959	1.4003	1.4010	1.4041	1.3968	1.4012	1.3453	1.3502	1.3942	0.5336	0.5363	0.5336	0.5343	0.5324	0.5352	0.5349	0.5524	0.5505	0.5354	2.007051	2.037048	2.036241	1.996919	2.007885	1.979873	1.975477	2.012034	1.995885	2.004729
201000	13.8912	1.4014	1.3959	1.4003	1.4010	1.4041	1.3969	1.4013	1.3455	1.3504	1.3944	0.5335	0.5363	0.5336	0.5344	0.5325	0.5352	0.5348	0.5524	0.5505	0.5353	2.014840	2.044616	2.044633	2.005755	2.015877	1.987792	1.984577	2.019716	2.003625	2.012434
202000	13.8925	1.4012	1.3959	1.4005	1.4013	1.4041	1.3970	1.4013	1.3459	1.3507	1.3945	0.5335	0.5363	0.5335	0.5343	0.5324	0.5351	0.5348	0.5522	0.5504	0.5353	2.016242	2.046088	2.045633	2.007811	2.017429	1.989302	1.986051	2.021288	2.005103	2.013704
203000	13.8935	1.4013	1.3962	1.4005	1.4014	1.4038	1.3972	1.4013	1.3465	1.3510	1.3945	0.5335	0.5362	0.5335	0.5343	0.5326	0.5351	0.5348	0.5521	0.5503	0.5353	2.016505	2.046490	2.045389	2.008467	2.017923	1.989429	1.986169	2.021518	2.005632	2.013662
204000	13.8935	1.4012	1.3961	1.4005	1.4013	1.4039	1.3963	1.4012	1.3470	1.3515	1.3944	0.5336	0.5363	0.5335	0.5343	0.5326	0.5354	0.5347	0.5519	0.5501	0.5354	2.016363	2.046754	2.044818	2.008553	2.017986	1.989111	1.985751	2.021398	2.005923	2.013016
205000	13.8935	1.4012	1.3962	1.3999	1.4012	1.4040	1.3961	1.4011	1.3473	1.3518	1.3946	0.5336	0.5363	0.5338	0.5343	0.5325	0.5355	0.5348	0.5518	0.5500	0.5354	2.015898	2.046867	2.043922	2.008451	2.017865	1.988668	1.985447	2.020921	2.006275	2.012141
206000	13.8942	1.4011	1.3961	1.4001	1.4013	1.4039	1.3962	1.4010	1.3478	1.3521	1.3946	0.5336	0.5363	0.5337	0.5343	0.5326	0.5355	0.5348	0.5516	0.5498	0.5353	2.015216	2.047401	2.042938	2.007954	2.017451	1.987893	1.984921	2.020251	2.006456	2.011208
207000	13.8945	1.4011	1.3961	1.3997	1.4013	1.4040	1.3962	1.4010	1.3482	1.3526	1.3944	0.5335	0.5363	0.5338	0.5342	0.5326	0.5354	0.5348	0.5515	0.5497	0.5354	2.014284	2.048411	2.041844	2.007191	2.016922	1.987023	1.984346	2.019669	2.006621	2.010224
208000	13.8886	1.4007	1.3959	1.3959	1.4013	1.4039	1.3960	1.3998	1.3482	1.3527	1.3942	0.5337	0.5363	0.5351	0.5343	0.5325	0.5355	0.5352	0.5515	0.5496	0.5355	2.013673	2.049390	2.041069	2.006578	2.016290	1.986509	1.984038	2.019244	2.006846	2.009306
209000	13.8879	1.4003	1.3961	1.3953	1.4013	1.4039	1.3958	1.3997	1.3485	1.3530	1.3940	0.5338	0.5362	0.5354	0.5343	0.5325	0.5356	0.5353	0.5514	0.5495	0.5356	2.013695	2.050079	2.040655	2.006415	2.015886	1.986728	1.984137	2.018953	2.007119	2.008713
210000	13.8887	1.4000	1.3962	1.3952	1.4012	1.4040	1.3956	1.3997	1.3490	1.3536	1.3940	0.5339	0.5362	0.5354	0.5343	0.5325	0.5355	0.5352	0.5512	0.5493	0.5355	2.014009	2.050660	2.040736	2.006221	2.015643	1.987595	1.984239	2.018521	2.007350	2.007961
211000	13.8893	1.3997	1.3963	1.3953	1.4013	1.4042	1.3955	1.3998	1.3491	1.3541	1.3940	0.5340	0.5362	0.5353	0.5342	0.5325	0.5357	0.5352	0.5512	0.5491	0.5356	2.021355	2.056835	2.047345	2.012824	2.022160	1.993851	1.991318	2.025111	2.014193	2.014969
212000	13.8900	1.4000	1.3961	1.3951	1.4013	1.4044	1.3957	1.3995	1.3493	1.3547	1.3939	0.5339	0.5363	0.5353	0.5342	0.5324	0.5356	0.5353	0.5511	0.5489	0.5357	2.023546	2.058149	2.049068	2.014255	2.023283	1.995589	1.993156	2.025708	2.015896	2.015311
213000	13.8903	1.4001	1.3959	1.3949	1.4013	1.4044	1.3958	1.3997	1.3495	1.3548	1.3939	0.5339	0.5363	0.5353	0.5342	0.5324	0.5355	0.5352	0.5510	0.5488	0.5356	2.024401	2.058009	2.049550	2.014478	2.023270	1.996128	1.993748	2.025367	2.016571	2.014505
214000	13.8910	1.4000	1.3960	1.3952	1.4013	1.4043	1.3959	1.3996	1.3498	1.3550	1.3939	0.5339	0.5363	0.5353	0.5343	0.5324	0.5355	0.5353	0.5509	0.5488	0.5357	2.024480	2.057283	2.049339	2.014184	2.022911	1.996079	1.993572	2.024464	2.016397	2.013116
215000	13.8925	1.4003	1.3961	1.3953	1.4014	1.4042	1.3960	1.3998	1.3500	1.3552	1.3942	0.5338	0.5363	0.5352	0.5342	0.5324	0.5355	0.5352	0.5508	0.5487	0.5357	2.024290	2.056114	2.048815	2.013650	2.022338	1.995895	1.993065	2.023333	2.016120	2.011564
216000	13.8918	1.3992	1.3962	1.3950	1.4015	1.4042	1.3961	1.3997	1.3502	1.3554	1.3944	0.5342	0.5362	0.5353	0.5341	0.5325	0.5355	0.5351	0.5507	0.5487	0.5357	2.024715	2.054964	2.048251	2.013237	2.021685	1.995623	1.992780	2.021866	2.016016	2.010057
217000	13.8923	1.3989	1.3966	1.3950	1.4014	1.4041	1.3961	1.3995	1.3504	1.3557	1.3946	0.5343	0.5361	0.5353	0.5341	0.5325	0.5355	0.5352	0.5506	0.5486	0.5356	2.025753	2.053774	2.047783	2.013097	2.021181	1.995388	1.992587	2.020319	2.016199	2.008530
218000	13.8928	1.3989	1.3968	1.3949	1.4012	1.4041	1.3959	1.3996	1.3508	1.3560	1.3947	0.5343	0.5360	0.5353	0.5343	0.5325	0.5356	0.5351	0.5505	0.5485	0.5355	2.027269	2.052632	2.047520	2.013175	2.020851	1.995261	1.992687	2.018674	2.016284	2.007043
219000	13.8933	1.3988	1.3968	1.3950	1.4009	1.4041	1.3961	1.3998	1.3510	1.3563	1.3946	0.5343	0.5360	0.5352	0.5344	0.5325	0.5356	0.5350	0.5504	0.5484	0.5356	2.029275	2.051458	2.047648	2.013363	2.020615	1.995383	1.992903	2.016876	2.017057	2.005596
220000	13.8859	1.3977	1.3958	1.3939	1.4002	1.4040	1.3959	1.3991	1.3498	1.3564	1.3930	0.5348	0.5363	0.5356	0.5346	0.5325	0.5357	0.5353	0.5510	0.5483	0.5362	2.031563	2.050504	2.047756	2.014036	2.020913	1.995775	1.993569	2.014993	2.018365	2.004629
221000	13.8859	1.3975	1.3958	1.3940	1.4003	1.4040	1.3960	1.3990	1.3499	1.3565	1.3930	0.5349	0.5363	0.5357	0.5347	0.5325	0.5356	0.5353	0.5509	0.5483	0.5362	2.040019	2.058919	2.055323	2.022204	2.028645	2.003233	2.001524	2.023313	2.026053	2.012725
222000	13.8873	1.3976	1.3958	1.3942	1.4003	1.4041	1.3960	1.3992	1.3502	1.3567	1.3931	0.5349	0.5362	0.5355	0.5346	0.5325	0.5355	0.5352	0.5508	0.5483	0.5362	2.042745	2.059933	2.056830	2.024412	2.031029	2.004655	2.004111	2.024102	2.027999	2.013808
223000	13.8887	1.3977	1.3961	1.3940	1.4005	1.4043	1.3964	1.3992	1.3506	1.3567	1.3932	0.5348	0.5361	0.5356	0.5346	0.5324	0.5354	0.5352	0.5507	0.5483	0.5361	2.044234	2.060195	2.057395	2.025352	2.032557	2.005202	2.005796	2.023694	2.029026	2.013997
224000	13.8898	1.3978	1.3962	1.3941	1.4005	1.4042	1.3965	1.3994	1.3508	1.3573	1.3930	0.5347	0.5360	0.5356	0.5345	0.5324	0.5353	0.5351	0.5505	0.5480	0.5362	2.045197	2.060154	2.057570	2.025749	2.033314	2.005325	2.007125	2.022925	2.029709	2.013858
225000	13.8909	1.3978	1.3962	1.3943	1.4006	1.4043	1.3965	1.3996	1.3511	1.3575	1.3931	0.5347	0.5360	0.5356	0.5345	0.5325	0.5353	0.5351	0.5504	0.5479	0.5362	2.045791	2.059582	2.057319	2.025903	2.033606	2.005081	2.008181	2.021815	2.030203	2.013240
226000	13.8919	1.3978	1.3963	1.3947	1.4006	1.4043	1.3966	1.3995	1.3514	1.3578	1.3930	0.5347	0.5359	0.5355	0.5345	0.5325	0.5353	0.5351	0.5503	0.5479	0.5362	2.046199	2.058625	2.056851	2.025909	2.033662	2.004585	2.008849	2.020526	2.030617	2.012420
227000	13.8931	1.3980	1.3964	1.3947	1.4006	1.4045	1.3967	1.3995	1.3517	1.3580	1.3929	0.5347	0.5358	0.5355	0.5344	0.5324	0.5353	0.5350	0.5502	0.5479	0.5362	2.046661	2.057514	2.056215	2.025604	2.033605	2.004008	2.009329	2.019205	2.030785	2.011566
228000	13.8942	1.3980	1.3963	1.3948	1.4007	1.4047	1.3969	1.3996	1.3519	1.3582	1.3931	0.5347	0.5358	0.5355	0.5344	0.5324	0.5352	0.5350	0.5501	0.5478	0.5361	2.047137	2.056169	2.055364	2.025131	2.033478	2.003404	2.009727	2.017735	2.030629	2.010561
229000	13.8949	1.3980	1.3963	1.3950	1.4006	1.4048	1.3966	1.3995	1.3523	1.3586	1.3931	0.5346	0.5358	0.5355	0.5345	0.5324	0.5353	0.5350	0.5499	0.5477	0.5361	2.047277	2.054736	2.054601	2.024519	2.033451	2.002884	2.009937	2.016161	2.030299	2.009389
230000	13.8950	1.3981	1.3965	1.3949	1.4005	1.4050	1.3954	1.3997	1.3527	1.3589	1.3932	0.5347	0.5357	0.5355	0.5345	0.5323	0.5357	0.5350	0.5498	0.5476	0.5360	2.047156	2.053202	2.053816	2.023922	2.033321	2.002147	2.010362	2.014444	2.029734	2.008151
231000	13.8959	1.3981	1.3966	1.3949	1.4004	1.4052	1.3955	1.3997	1.3532	1.3590	1.3932	0.5346	0.5357	0.5356	0.5345	0.5323	0.5358	0.5350	0.5497	0.5475	0.5361	2.054077	2.060277	2.060605	2.030971	2.040757	2.009180	2.017478	2.021707	2.036704	2.014693
232000	13.8964	1.3981	1.3968	1.3949	1.4006	1.4049	1.3955	1.3996	1.3537	1.3592	1.3932	0.5347	0.5357	0.5356	0.5344	0.5323	0.5358	0.5350	0.5495	0.5475	0.5360	2.054680	2.060252	2.061300	2.031811	2.041422	2.010241	2.018493	2.021995	2.037367	2.014890
233000	13.8972	1.3983	1.3968	1.3951	1.4005	1.4050	1.3953	1.3997	1.3538	1.3595	1.3933	0.5346	0.5356	0.5355	0.5344	0.5323	0.5359	0.5350	0.5494	0.5474	0.5360	2.054245	2.059513	2.061172	2.031565	2.041070	2.009686	2.018462	2.021870	2.037037	2.014259
234000	13.8988	1.3986	1.3970	1.3951	1.4006	1.4050	1.3950	1.3997	1.3542	1.3597	1.3937	0.5345	0.5355	0.5355	0.5343	0.5322	0.5360	0.5350	0.5492	0.5473	0.5359	2.053346	2.058555	2.060569	2.030906	2.040382	2.008735	2.017816	2.021327	2.036400	2.013523
235000	13.8990	1.3986	1.3970	1.3953	1.4007	1.4051	1.3947	1.3996	1.3545	1.3598	1.3936	0.5345	0.5355	0.5354	0.5342	0.5322	0.5362	0.5350	0.5491	0.5473	0.5360	2.052141	2.057439	2.059999	2.030187	2.039529	2.007736	2.017024	2.020943	2.035496	2.012679
236000	13.9002	1.3987	1.3969	1.3953	1.4006	1.4053	1.3948	1.3996	1.3550	1.3602	1.3937	0.5344	0.5356	0.5354	0.5343	0.5321	0.5361	0.5350	0.5489	0.5472	0.5359	2.050843	2.056202	2.059483	2.029417	2.038498	2.006474	2.015941	2.020464	2.034645	2.011550
237000	13.9009	1.3985	1.3970	1.3957	1.4008	1.4055	1.3946	1.3997	1.3552	1.3604	1.3937	0.5345	0.5356	0.5353	0.5342	0.5321	0.5362	0.5349	0.5489	0.5472	0.5360	2.049809	2.054893	2.058799	2.028508	2.037560	2.005191	2.014766	2.019893	2.033762	2.010636
238000	13.8988	1.3983	1.3971	1.3958	1.3998	1.4054	1.3940	1.3996	1.3553	1.3604	1.3931	0.5346	0.5356	0.5354	0.5345	0.5320	0.5364	0.5350	0.5489	0.5471	0.5362	2.048820	2.053508	2.058079	2.027607	2.036689	2.004009	2.013475	2.019484	2.033182	2.009498
239000	13.8937	1.3971	1.3971	1.3957	1.3991	1.4043	1.3931	1.3996	1.3551	1.3604	1.3922	0.5352	0.5356	0.5354	0.5348	0.5324	0.5367	0.5350	0.5490	0.5471	0.5365	2.048086	2.052277	2.057410	2.026917	2.036333	2.003118	2.012431	2.019480	2.032920	2.008539
240000	13.8894	1.3964	1.3972	1.3957	1.3984	1.4028	1.3925	1.3991	1.3548	1.3604	1.3920	0.5354	0.5356	0.5354	0.5351	0.5329	0.5370	0.5352	0.5491	0.5471	0.5366	2.047351	2.051001	2.056702	2.026196	2.036219	2.002256	2.011610	2.019563	2.033069	2.007515
241000	13.8897	1.3963	1.3972	1.3956	1.3984	1.4028	1.3924	1.3992	1.3550	1.3607	1.3920	0.5354	0.5355	0.5354	0.5350	0.5329	0.5370	0.5352	0.5490	0.5470	0.5366	2.053073	2.056237	2.062125	2.032470	2.042886	2.008734	2.018285	2.025417	2.039434	2.013307
242000	13.8895	1.3961	1.3971	1.3955	1.3985	1.4028	1.3924	1.3992	1.3552	1.3609	1.3919	0.5355	0.5355	0.5355	0.5350	0.5330	0.5370	0.5352	0.5489	0.5469	0.5366	2.053911	2.056124	2.063101	2.033373	2.044638	2.009880	2.018895	2.027098	2.041015	2.013975
