Iteration	Avg_Total_Reward	Avg_Reward_User_0	Avg_Reward_User_1	Avg_Reward_User_2	Avg_Reward_User_3	Avg_Reward_User_4	Avg_Reward_User_5	Avg_Reward_User_6	Avg_Reward_User_7	Avg_Reward_User_8	Avg_Reward_User_9	Packet_Loss_Ratio_User_0	Packet_Loss_Ratio_User_1	Packet_Loss_Ratio_User_2	Packet_Loss_Ratio_User_3	Packet_Loss_Ratio_User_4	Packet_Loss_Ratio_User_5	Packet_Loss_Ratio_User_6	Packet_Loss_Ratio_User_7	Packet_Loss_Ratio_User_8	Packet_Loss_Ratio_User_9	Avg_Loss_User_0	Avg_Loss_User_1	Avg_Loss_User_2	Avg_Loss_User_3	Avg_Loss_User_4	Avg_Loss_User_5	Avg_Loss_User_6	Avg_Loss_User_7	Avg_Loss_User_8	Avg_Loss_User_9
328000	13.8388	1.3945	1.3845	1.3933	1.3941	1.3908	1.3707	1.3856	1.3640	1.3734	1.3881	0.5358	0.5408	0.5366	0.5364	0.5369	0.5464	0.5400	0.5465	0.5424	0.5382	2.082662	2.063292	2.101528	2.058098	2.105364	2.035667	2.057535	2.074641	2.073412	2.008935
329000	13.8357	1.3936	1.3845	1.3928	1.3940	1.3909	1.3690	1.3854	1.3638	1.3736	1.3880	0.5361	0.5408	0.5368	0.5365	0.5369	0.5472	0.5401	0.5466	0.5423	0.5382	2.084990	2.065563	2.102768	2.057649	2.107545	2.035226	2.056606	2.076379	2.074535	2.009455
330000	13.8348	1.3936	1.3845	1.3926	1.3941	1.3908	1.3692	1.3850	1.3634	1.3737	1.3879	0.5362	0.5408	0.5369	0.5365	0.5369	0.5471	0.5402	0.5468	0.5423	0.5382	2.087557	2.067928	2.104031	2.057191	2.109742	2.034705	2.055891	2.077769	2.075600	2.010111
331000	13.8352	1.3937	1.3847	1.3926	1.3940	1.3909	1.3693	1.3849	1.3635	1.3739	1.3878	0.5362	0.5407	0.5369	0.5365	0.5369	0.5470	0.5402	0.5468	0.5423	0.5382	2.091302	2.072251	2.107211	2.060233	2.114053	2.037774	2.059169	2.081641	2.079444	2.013809
332000	13.8359	1.3936	1.3848	1.3927	1.3940	1.3910	1.3693	1.3850	1.3636	1.3739	1.3880	0.5362	0.5407	0.5368	0.5365	0.5370	0.5471	0.5402	0.5467	0.5423	0.5382	2.093318	2.074621	2.108536	2.060505	2.116371	2.038644	2.059743	2.083092	2.080879	2.015212
333000	13.8368	1.3937	1.3849	1.3930	1.3942	1.3910	1.3693	1.3851	1.3638	1.3739	1.3879	0.5362	0.5406	0.5368	0.5364	0.5369	0.5471	0.5402	0.5467	0.5423	0.5382	2.094674	2.076303	2.109399	2.060244	2.118143	2.038848	2.059889	2.083923	2.081813	2.016004
334000	13.8377	1.3937	1.3850	1.3930	1.3943	1.3912	1.3695	1.3850	1.3639	1.3742	1.3879	0.5362	0.5406	0.5367	0.5364	0.5368	0.5470	0.5402	0.5466	0.5422	0.5383	2.095642	2.077443	2.110026	2.059700	2.119396	2.038881	2.059721	2.084158	2.082328	2.016424
335000	13.8388	1.3938	1.3850	1.3931	1.3944	1.3914	1.3695	1.3852	1.3641	1.3744	1.3878	0.5362	0.5406	0.5367	0.5364	0.5368	0.5470	0.5402	0.5465	0.5422	0.5383	2.096372	2.078206	2.110357	2.059029	2.120283	2.038793	2.059461	2.083994	2.082663	2.016706
336000	13.8396	1.3938	1.3852	1.3933	1.3944	1.3915	1.3696	1.3852	1.3642	1.3744	1.3880	0.5361	0.5405	0.5366	0.5364	0.5367	0.5470	0.5401	0.5464	0.5422	0.5382	2.096737	2.078534	2.110310	2.058194	2.120727	2.038545	2.059003	2.083546	2.082552	2.016821
337000	13.8402	1.3938	1.3854	1.3933	1.3944	1.3916	1.3696	1.3850	1.3644	1.3745	1.3881	0.5361	0.5405	0.5366	0.5363	0.5367	0.5469	0.5402	0.5464	0.5422	0.5382	2.096845	2.078430	2.110034	2.057234	2.120658	2.038087	2.058334	2.082791	2.082099	2.016721
338000	13.8405	1.3938	1.3854	1.3934	1.3945	1.3918	1.3697	1.3849	1.3645	1.3745	1.3881	0.5361	0.5405	0.5366	0.5364	0.5366	0.5469	0.5402	0.5464	0.5422	0.5381	2.096662	2.077999	2.109676	2.056348	2.120190	2.037555	2.057459	2.082064	2.081620	2.016488
339000	13.8402	1.3936	1.3854	1.3934	1.3944	1.3919	1.3697	1.3850	1.3647	1.3739	1.3882	0.5363	0.5404	0.5366	0.5364	0.5366	0.5469	0.5402	0.5463	0.5425	0.5381	2.096499	2.077307	2.109227	2.055573	2.119558	2.036959	2.056533	2.081920	2.081159	2.016126
340000	13.8383	1.3937	1.3853	1.3934	1.3942	1.3919	1.3689	1.3846	1.3647	1.3734	1.3882	0.5362	0.5405	0.5366	0.5365	0.5366	0.5473	0.5403	0.5463	0.5427	0.5381	2.096204	2.076558	2.108841	2.054846	2.118928	2.036485	2.055477	2.081794	2.080759	2.015781
341000	13.8389	1.3937	1.3853	1.3935	1.3943	1.3919	1.3687	1.3848	1.3649	1.3734	1.3883	0.5361	0.5405	0.5365	0.5364	0.5366	0.5473	0.5403	0.5462	0.5427	0.5382	2.100174	2.080469	2.112719	2.058547	2.122669	2.040632	2.059302	2.085601	2.084520	2.019906
342000	13.8397	1.3937	1.3853	1.3936	1.3945	1.3920	1.3688	1.3848	1.3649	1.3736	1.3884	0.5361	0.5405	0.5365	0.5364	0.5366	0.5473	0.5403	0.5462	0.5427	0.5381	2.100665	2.080514	2.113150	2.058726	2.122777	2.041062	2.059450	2.086470	2.085343	2.020091
343000	13.8401	1.3937	1.3854	1.3936	1.3946	1.3920	1.3689	1.3849	1.3650	1.3736	1.3883	0.5361	0.5404	0.5365	0.5363	0.5366	0.5473	0.5403	0.5462	0.5427	0.5381	2.100685	2.080078	2.113020	2.058466	2.122482	2.040878	2.059074	2.087139	2.085765	2.019807
344000	13.8409	1.3938	1.3856	1.3935	1.3946	1.3921	1.3689	1.3849	1.3651	1.3738	1.3884	0.5361	0.5404	0.5365	0.5363	0.5366	0.5473	0.5403	0.5461	0.5426	0.5381	2.100404	2.079372	2.112583	2.058169	2.121999	2.040286	2.058417	2.087724	2.085799	2.019184
345000	13.8417	1.3938	1.3858	1.3935	1.3947	1.3922	1.3692	1.3850	1.3652	1.3741	1.3884	0.5361	0.5403	0.5365	0.5363	0.5365	0.5472	0.5402	0.5461	0.5426	0.5380	2.099872	2.078439	2.111916	2.057631	2.121269	2.039434	2.057525	2.088124	2.085618	2.018390
346000	13.8422	1.3937	1.3859	1.3935	1.3947	1.3922	1.3692	1.3850	1.3653	1.3741	1.3886	0.5361	0.5402	0.5366	0.5363	0.5366	0.5472	0.5402	0.5461	0.5426	0.5380	2.099001	2.077239	2.111003	2.056804	2.120345	2.038369	2.056393	2.088175	2.085248	2.017475
347000	13.8385	1.3934	1.3852	1.3922	1.3942	1.3922	1.3686	1.3850	1.3653	1.3738	1.3885	0.5362	0.5405	0.5370	0.5365	0.5365	0.5475	0.5402	0.5461	0.5428	0.5380	2.098175	2.076247	2.110098	2.055987	2.119440	2.037260	2.055280	2.088220	2.084884	2.016595
348000	13.8303	1.3931	1.3841	1.3893	1.3933	1.3923	1.3668	1.3848	1.3646	1.3735	1.3885	0.5363	0.5409	0.5380	0.5370	0.5365	0.5483	0.5403	0.5464	0.5429	0.5380	2.097425	2.075344	2.109497	2.055205	2.118626	2.036275	2.054322	2.088147	2.084595	2.015900
349000	13.8242	1.3931	1.3834	1.3874	1.3931	1.3924	1.3650	1.3837	1.3643	1.3733	1.3886	0.5363	0.5412	0.5386	0.5370	0.5365	0.5490	0.5407	0.5465	0.5431	0.5380	2.096617	2.074929	2.109044	2.054687	2.118039	2.035423	2.053470	2.087852	2.084543	2.015254
350000	13.8246	1.3931	1.3835	1.3875	1.3931	1.3925	1.3649	1.3836	1.3645	1.3733	1.3886	0.5362	0.5411	0.5386	0.5370	0.5364	0.5491	0.5407	0.5465	0.5431	0.5380	2.095743	2.074516	2.108701	2.054572	2.117710	2.034666	2.052519	2.088044	2.084666	2.014637
351000	13.8256	1.3932	1.3835	1.3876	1.3931	1.3924	1.3650	1.3838	1.3646	1.3735	1.3888	0.5362	0.5411	0.5385	0.5370	0.5364	0.5489	0.5407	0.5464	0.5430	0.5380	2.098908	2.078071	2.112149	2.058118	2.120791	2.038167	2.055837	2.092091	2.088226	2.017517
