185000	1.4714	0.7356	0.7358	0.7578	0.7577	0.280575	0.281659
186000	1.4718	0.7358	0.7360	0.7578	0.7576	0.280555	0.281623
187000	1.4721	0.7359	0.7361	0.7577	0.7577	0.280541	0.281597
188000	1.4718	0.7361	0.7357	0.7576	0.7582	0.280523	0.281585
189000	1.4717	0.7363	0.7355	0.7576	0.7583	0.280543	0.281614
190000	1.4719	0.7365	0.7354	0.7575	0.7583	0.280575	0.281664
191000	1.4719	0.7366	0.7353	0.7575	0.7584	0.280706	0.281781
192000	1.4719	0.7367	0.7352	0.7575	0.7584	0.280760	0.281801
193000	1.4723	0.7370	0.7353	0.7573	0.7583	0.280799	0.281807
194000	1.4725	0.7370	0.7355	0.7573	0.7583	0.280833	0.281817
195000	1.4728	0.7372	0.7356	0.7572	0.7582	0.280864	0.281817
196000	1.4731	0.7373	0.7358	0.7572	0.7582	0.280885	0.281810
197000	1.4734	0.7374	0.7360	0.7572	0.7581	0.280915	0.281802
198000	1.4737	0.7375	0.7362	0.7571	0.7581	0.280912	0.281767
199000	1.4738	0.7376	0.7362	0.7571	0.7580	0.280900	0.281728
200000	1.4741	0.7377	0.7364	0.7571	0.7579	0.280886	0.281699
201000	1.4741	0.7375	0.7367	0.7572	0.7579	0.280941	0.281797
202000	1.4743	0.7374	0.7369	0.7572	0.7578	0.280949	0.281829
203000	1.4744	0.7373	0.7371	0.7572	0.7577	0.280966	0.281875
204000	1.4744	0.7371	0.7373	0.7572	0.7576	0.280977	0.281932
205000	1.4747	0.7372	0.7375	0.7572	0.7575	0.281003	0.282013
206000	1.4747	0.7370	0.7377	0.7573	0.7574	0.281034	0.282108
207000	1.4747	0.7372	0.7376	0.7572	0.7575	0.281075	0.282217
208000	1.4748	0.7372	0.7377	0.7572	0.7575	0.281125	0.282334
209000	1.4751	0.7372	0.7379	0.7571	0.7574	0.281173	0.282460
210000	1.4751	0.7371	0.7380	0.7572	0.7574	0.281212	0.282584
211000	1.4755	0.7373	0.7382	0.7571	0.7573	0.281300	0.282657
212000	1.4760	0.7375	0.7385	0.7570	0.7572	0.281316	0.282667
213000	1.4761	0.7376	0.7385	0.7570	0.7571	0.281327	0.282678
214000	1.4763	0.7377	0.7386	0.7570	0.7571	0.281311	0.282665
215000	1.4764	0.7377	0.7387	0.7570	0.7570	0.281288	0.282645
216000	1.4760	0.7374	0.7386	0.7574	0.7570	0.281265	0.282621
217000	1.4761	0.7374	0.7387	0.7574	0.7570	0.281252	0.282607
218000	1.4764	0.7376	0.7388	0.7574	0.7569	0.281226	0.282582
219000	1.4765	0.7377	0.7389	0.7573	0.7569	0.281193	0.282549
220000	1.4765	0.7377	0.7388	0.7573	0.7569	0.281185	0.282542
221000	1.4766	0.7378	0.7388	0.7573	0.7569	0.281221	0.282601
222000	1.4765	0.7376	0.7389	0.7575	0.7569	0.281197	0.282577
223000	1.4765	0.7376	0.7389	0.7577	0.7569	0.281179	0.282549
224000	1.4765	0.7375	0.7390	0.7578	0.7568	0.281177	0.282538
225000	1.4764	0.7373	0.7391	0.7579	0.7568	0.281169	0.282521
226000	1.4762	0.7372	0.7390	0.7581	0.7568	0.281173	0.282512
227000	1.4758	0.7368	0.7390	0.7585	0.7568	0.281185	0.282493
228000	1.4757	0.7368	0.7390	0.7587	0.7568	0.281214	0.282482
229000	1.4757	0.7365	0.7392	0.7591	0.7568	0.281269	0.282484
230000	1.4756	0.7365	0.7392	0.7592	0.7568	0.281345	0.282503
231000	1.4759	0.7366	0.7393	0.7591	0.7567	0.281453	0.282573
232000	1.4759	0.7364	0.7395	0.7594	0.7567	0.281506	0.282581
233000	1.4760	0.7363	0.7397	0.7595	0.7566	0.281568	0.282599
234000	1.4759	0.7362	0.7396	0.7596	0.7566	0.281628	0.282614
235000	1.4756	0.7360	0.7396	0.7599	0.7567	0.281704	0.282640
236000	1.4754	0.7358	0.7396	0.7601	0.7567	0.281811	0.282686
237000	1.4752	0.7356	0.7396	0.7604	0.7567	0.281907	0.282727
238000	1.4755	0.7357	0.7398	0.7604	0.7566	0.282017	0.282791
239000	1.4757	0.7359	0.7398	0.7604	0.7566	0.282110	0.282846
240000	1.4758	0.7359	0.7399	0.7604	0.7565	0.282177	0.282882
241000	1.4759	0.7358	0.7400	0.7604	0.7565	0.282266	0.282984
242000	1.4757	0.7357	0.7401	0.7604	0.7565	0.282314	0.283048
243000	1.4752	0.7353	0.7399	0.7605	0.7568	0.282327	0.283091
244000	1.4746	0.7353	0.7393	0.7605	0.7573	0.282349	0.283144
245000	1.4741	0.7353	0.7388	0.7605	0.7578	0.282388	0.283220
246000	1.4736	0.7353	0.7383	0.7605	0.7583	0.282452	0.283325
247000	1.4730	0.7354	0.7376	0.7605	0.7590	0.282536	0.283473
248000	1.4726	0.7352	0.7374	0.7605	0.7593	0.282641	0.283643
249000	1.4720	0.7351	0.7369	0.7606	0.7597	0.282765	0.283847
250000	1.4717	0.7350	0.7367	0.7607	0.7600	0.282921	0.284086
251000	1.4719	0.7353	0.7367	0.7606	0.7600	0.283062	0.284244
252000	1.4722	0.7353	0.7369	0.7605	0.7599	0.283138	0.284341
253000	1.4724	0.7354	0.7371	0.7605	0.7598	0.283219	0.284446
254000	1.4727	0.7356	0.7371	0.7604	0.7598	0.283272	0.284517
255000	1.4728	0.7356	0.7372	0.7604	0.7597	0.283326	0.284587
256000	1.4731	0.7359	0.7373	0.7603	0.7597	0.283359	0.284639
257000	1.4734	0.7359	0.7375	0.7602	0.7596	0.283378	0.284671
258000	1.4735	0.7360	0.7375	0.7602	0.7595	0.283384	0.284684
259000	1.4739	0.7361	0.7378	0.7601	0.7594	0.283392	0.284704
260000	1.4741	0.7362	0.7379	0.7601	0.7593	0.283379	0.284697
261000	1.4742	0.7363	0.7379	0.7600	0.7593	0.283401	0.284725
262000	1.4745	0.7364	0.7381	0.7600	0.7592	0.283379	0.284706
263000	1.4745	0.7364	0.7381	0.7599	0.7592	0.283356	0.284690
264000	1.4746	0.7364	0.7382	0.7599	0.7591	0.283338	0.284677
265000	1.4749	0.7366	0.7383	0.7598	0.7591	0.283304	0.284651
266000	1.4752	0.7368	0.7385	0.7597	0.7590	0.283282	0.284632
267000	1.4754	0.7367	0.7387	0.7597	0.7589	0.283258	0.284613
268000	1.4757	0.7369	0.7388	0.7597	0.7589	0.283245	0.284608
269000	1.4759	0.7371	0.7388	0.7596	0.7589	0.283230	0.284595
270000	1.4761	0.7371	0.7391	0.7596	0.7588	0.283224	0.284594
271000	1.4763	0.7371	0.7391	0.7595	0.7587	0.283249	0.284625
272000	1.4764	0.7372	0.7392	0.7595	0.7587	0.283235	0.284613
273000	1.4766	0.7373	0.7393	0.7595	0.7586	0.283238	0.284607
274000	1.4767	0.7374	0.7394	0.7595	0.7585	0.283224	0.284586
275000	1.4769	0.7374	0.7395	0.7595	0.7584	0.283219	0.284574
276000	1.4770	0.7376	0.7394	0.7595	0.7585	0.283215	0.284559
277000	1.4772	0.7376	0.7395	0.7595	0.7584	0.283217	0.284556
278000	1.4772	0.7376	0.7395	0.7596	0.7584	0.283231	0.284561
279000	1.4772	0.7377	0.7396	0.7596	0.7583	0.283246	0.284569
280000	1.4774	0.7377	0.7397	0.7596	0.7582	0.283243	0.284559
281000	1.4774	0.7378	0.7397	0.7595	0.7582	0.283305	0.284621
282000	1.4776	0.7378	0.7398	0.7595	0.7582	0.283317	0.284632
283000	1.4777	0.7379	0.7398	0.7595	0.7582	0.283319	0.284637
284000	1.4778	0.7380	0.7398	0.7594	0.7582	0.283297	0.284623
285000	1.4779	0.7380	0.7399	0.7594	0.7581	0.283274	0.284608
286000	1.4780	0.7380	0.7400	0.7594	0.7581	0.283246	0.284586
287000	1.4782	0.7381	0.7401	0.7594	0.7580	0.283213	0.284559
288000	1.4784	0.7383	0.7401	0.7593	0.7580	0.283176	0.284536
289000	1.4785	0.7383	0.7402	0.7593	0.7580	0.283124	0.284499
290000	1.4785	0.7383	0.7402	0.7593	0.7579	0.283089	0.284476
291000	1.4787	0.7385	0.7402	0.7592	0.7579	0.283094	0.284484
292000	1.4785	0.7384	0.7401	0.7593	0.7579	0.283093	0.284483
293000	1.4785	0.7384	0.7401	0.7594	0.7579	0.283108	0.284489
294000	1.4783	0.7384	0.7399	0.7595	0.7579	0.283157	0.284516
295000	1.4784	0.7384	0.7400	0.7595	0.7579	0.283224	0.284547
296000	1.4787	0.7385	0.7402	0.7594	0.7578	0.283305	0.284590
297000	1.4789	0.7386	0.7403	0.7593	0.7578	0.283392	0.284626
298000	1.4790	0.7387	0.7403	0.7593	0.7578	0.283485	0.284663
299000	1.4792	0.7388	0.7404	0.7592	0.7577	0.283579	0.284710
300000	1.4793	0.7388	0.7405	0.7592	0.7577	0.283670	0.284753
301000	1.4793	0.7387	0.7407	0.7593	0.7576	0.283761	0.284857
302000	1.4793	0.7385	0.7408	0.7593	0.7576	0.283797	0.284906
303000	1.4795	0.7386	0.7409	0.7593	0.7575	0.283809	0.284926
304000	1.4796	0.7386	0.7410	0.7592	0.7575	0.283812	0.284937
305000	1.4798	0.7387	0.7410	0.7592	0.7574	0.283797	0.284921
306000	1.4798	0.7388	0.7410	0.7592	0.7574	0.283787	0.284915
307000	1.4801	0.7389	0.7412	0.7591	0.7573	0.283771	0.284904
308000	1.4800	0.7388	0.7412	0.7592	0.7573	0.283767	0.284904
309000	1.4800	0.7387	0.7413	0.7592	0.7572	0.283752	0.284892
310000	1.4802	0.7389	0.7413	0.7591	0.7572	0.283737	0.284875
311000	1.4805	0.7391	0.7415	0.7591	0.7572	0.283737	0.284873
312000	1.4807	0.7392	0.7415	0.7590	0.7571	0.283715	0.284848
313000	1.4808	0.7392	0.7415	0.7589	0.7571	0.283692	0.284828
314000	1.4810	0.7394	0.7417	0.7589	0.7571	0.283674	0.284814
315000	1.4812	0.7395	0.7417	0.7588	0.7571	0.283658	0.284799
316000	1.4816	0.7396	0.7419	0.7588	0.7570	0.283640	0.284781
317000	1.4817	0.7397	0.7420	0.7587	0.7569	0.283624	0.284768
318000	1.4819	0.7398	0.7421	0.7586	0.7569	0.283606	0.284752
319000	1.4819	0.7398	0.7421	0.7586	0.7569	0.283600	0.284742
320000	1.4822	0.7400	0.7422	0.7586	0.7568	0.283589	0.284736
321000	1.4823	0.7401	0.7423	0.7585	0.7567	0.283607	0.284755
322000	1.4825	0.7401	0.7424	0.7585	0.7567	0.283598	0.284751
323000	1.4826	0.7402	0.7424	0.7584	0.7567	0.283593	0.284748
324000	1.4828	0.7403	0.7425	0.7584	0.7566	0.283578	0.284734
325000	1.4828	0.7402	0.7425	0.7585	0.7566	0.283573	0.284729
326000	1.4829	0.7403	0.7426	0.7584	0.7566	0.283566	0.284722
327000	1.4830	0.7403	0.7427	0.7584	0.7565	0.283558	0.284719
328000	1.4830	0.7403	0.7427	0.7584	0.7565	0.283538	0.284701
329000	1.4831	0.7403	0.7428	0.7584	0.7565	0.283514	0.284674
330000	1.4831	0.7403	0.7428	0.7585	0.7564	0.283497	0.284650
331000	1.4833	0.7403	0.7430	0.7584	0.7564	0.283508	0.284657
332000	1.4833	0.7403	0.7430	0.7585	0.7564	0.283469	0.284621
333000	1.4835	0.7404	0.7432	0.7584	0.7563	0.283439	0.284591
334000	1.4837	0.7405	0.7432	0.7583	0.7563	0.283413	0.284569
335000	1.4839	0.7406	0.7432	0.7583	0.7562	0.283390	0.284549
336000	1.4840	0.7407	0.7433	0.7583	0.7562	0.283362	0.284524
337000	1.4842	0.7408	0.7434	0.7582	0.7562	0.283339	0.284510
338000	1.4844	0.7409	0.7435	0.7582	0.7561	0.283329	0.284501
339000	1.4846	0.7410	0.7436	0.7581	0.7561	0.283314	0.284492
340000	1.4847	0.7411	0.7436	0.7581	0.7561	0.283305	0.284483
341000	1.4848	0.7411	0.7436	0.7580	0.7561	0.283320	0.284500
342000	1.4848	0.7411	0.7437	0.7580	0.7560	0.283313	0.284498
343000	1.4849	0.7411	0.7438	0.7580	0.7560	0.283304	0.284488
344000	1.4849	0.7412	0.7437	0.7580	0.7560	0.283291	0.284476
345000	1.4850	0.7412	0.7438	0.7579	0.7560	0.283269	0.284459
346000	1.4850	0.7412	0.7439	0.7580	0.7559	0.283249	0.284448
347000	1.4852	0.7412	0.7440	0.7579	0.7559	0.283226	0.284430
348000	1.4855	0.7414	0.7441	0.7579	0.7559	0.283214	0.284426
349000	1.4854	0.7414	0.7440	0.7579	0.7559	0.283190	0.284408
350000	1.4855	0.7414	0.7441	0.7578	0.7558	0.283157	0.284385
351000	1.4857	0.7416	0.7442	0.7578	0.7558	0.283162	0.284396
352000	1.4858	0.7416	0.7442	0.7578	0.7558	0.283137	0.284380
353000	1.4859	0.7417	0.7442	0.7577	0.7558	0.283108	0.284362
354000	1.4860	0.7418	0.7442	0.7577	0.7559	0.283084	0.284347
355000	1.4861	0.7418	0.7443	0.7577	0.7558	0.283054	0.284319
356000	1.4862	0.7420	0.7443	0.7576	0.7558	0.283018	0.284285
357000	1.4864	0.7420	0.7443	0.7576	0.7558	0.282988	0.284258
358000	1.4864	0.7420	0.7444	0.7576	0.7557	0.282959	0.284235
359000	1.4865	0.7421	0.7445	0.7576	0.7557	0.282923	0.284203
360000	1.4866	0.7421	0.7446	0.7576	0.7557	0.282897	0.284183
361000	1.4866	0.7420	0.7446	0.7576	0.7557	0.282906	0.284197
362000	1.4868	0.7422	0.7446	0.7575	0.7557	0.282897	0.284195
363000	1.4869	0.7423	0.7447	0.7575	0.7557	0.282883	0.284191
364000	1.4871	0.7423	0.7448	0.7574	0.7556	0.282868	0.284185
365000	1.4872	0.7425	0.7448	0.7574	0.7556	0.282860	0.284187
366000	1.4873	0.7425	0.7447	0.7573	0.7556	0.282841	0.284175
367000	1.4874	0.7426	0.7447	0.7573	0.7556	0.282826	0.284168
368000	1.4875	0.7427	0.7448	0.7573	0.7556	0.282804	0.284163
